Comune,Longitudine,Latitudine
loculi,9.61104893,40.40674552
lode,9.5395666,40.59132135
lotzorai,9.66253025,39.96938761
lula,9.48504099,40.47129053
macomer,8.78250254,40.26504905
mamoiada,9.283939,40.21438631
meana sardo,9.068869,39.94761193
noragugume,8.9199679,40.22475175
nuoro,9.33029639,40.32318834
oliena,9.40594815,40.27132245
ollolai,9.1812239,40.16919014
olzai,9.1488792,40.18284857
onani,9.44086593,40.48438914
onifai,9.65132236,40.40719675
oniferi,9.17025595,40.27218119
orani,9.17745617,40.25006515
orgosolo,9.355513,40.20531708
orosei,9.6971319,40.37860068
orotelli,9.11227876,40.30281646
ortueri,8.98548427,40.0360808
orune,9.36973906,40.40613244
osidda,9.21879347,40.5241536
osini,9.49729144,39.82199597
ottana,9.04544422,40.23499206
ovodda,9.16096608,40.09618886
perdasdefogu,9.44161471,39.67797681
posada,9.71799746,40.63326084
sarule,9.16599769,40.22896356
silanus,8.88945016,40.2904498
sindia,8.65939076,40.29607418
siniscola,9.69428347,40.57500849
sorgono,9.1037116,40.0277987
talana,9.49692038,40.04116818
tertenia,9.57723938,39.69697794
teti,9.1192594,40.09643695
tiana,9.14888448,40.06739505
tonara,9.17357341,40.0247705
torpe,9.67845413,40.62868
tortoli,9.6572995,39.92543146
triei,9.64122065,40.03692502
ulassai,9.49990537,39.811571
urzulei,9.5073548,40.09360817
ussassai,9.39347874,39.810562
villagrande strisaili,9.50642291,39.96182375
cardedu,9.62540588,39.79580077
lodine,9.21935687,40.14776166
assemini,9.0062327,39.28961728
cagliari,9.11061631,39.21531191
capoterra,8.97449734,39.17394789
decimomannu,8.96564789,39.31099768
maracalagonis,9.22819506,39.28523164
pula,9.00076992,39.0107024
quartu sant elena,9.18534391,39.24108358
sarroch,9.01116261,39.06353751
selargius,9.16555545,39.25370354
sestu,9.09194598,39.30031871
settimo san pietro,9.18402554,39.29178454
sinnai,9.20553239,39.29749167
uta,8.95297842,39.29305859
villa san pietro,8.9950801,39.03382938
quartucciu,9.1800272,39.25427575
elmas,9.04884749,39.27088656
monserrato,9.14343861,39.25407412
andreis,12.61456216,46.20181387
arba,12.79076084,46.14619163
aviano,12.5881786,46.06720286
azzano decimo,12.71413134,45.88124317
barcis,12.56001555,46.1908595
brugnera,12.53679631,45.89918867
budoia,12.53264931,46.04292467
caneva,12.44902986,45.96855486
casarsa delizia,12.84014735,45.95374624
castelnovo friuli,12.90325046,46.19990582
cavasso nuovo,12.76881359,46.19403313
chions,12.75234863,45.86229625
cimolais,12.43779784,46.28808436
claut,12.51391747,46.26713878
clauzetto,12.9149354,46.22905519
cordenons,12.70715102,45.98849264
cordovado,12.88212178,45.85013098
erto e casso,12.37236133,46.2788934
fanna,12.75427142,46.18767453
fiume veneto,12.73686953,45.92802148
fontanafredda,12.54779912,45.98891061
frisanco,12.72383344,46.21259287
maniago,12.7081671,46.17104534
meduno,12.78652713,46.21673311
montereale valcellina,12.65605978,46.15517618
morsano tagliamento,12.92903161,45.85783419
pasiano pordenone,12.62741517,45.85132778
pinzano tagliamento,12.94600564,46.18313878
polcenigo,12.50174056,46.0305742
porcia,12.61375455,45.95805568
pordenone,12.66002911,45.95443546
prata pordenone,12.59726391,45.89393848
pravisdomini,12.69215327,45.81755711
roveredo piano,12.61755092,46.00954116
sacile,12.50303667,45.95427679
san giorgio richinvelda,12.86774016,46.04540931
san martino tagliamento,12.86384938,46.02082205
san quirino,12.680307,46.03636768
san vito tagliamento,12.85473667,45.91497245
sequals,12.82658083,46.16621461
sesto reghena,12.81651528,45.84857474
spilimbergo,12.90567156,46.11211858
tramonti sopra,12.78960725,46.30996763
tramonti sotto,12.79581629,46.28495397
travesio,12.87197276,46.19647435
vito d asio,12.9585332,46.2333357
vivaro,12.77641497,46.07419348
zoppola,12.77039751,45.96638834
vajont,12.69803146,46.14660778
valvasone arzene,12.8477,46.0022
acquaviva d isernia,14.14986101,41.67210928
agnone,14.3665722,41.80610155
bagnoli trigno,14.45823459,41.7046171
belmonte sannio,14.42348554,41.82509574
cantalupo nel sannio,14.39240437,41.52197024
capracotta,14.26424567,41.83385194
carovilli,14.29426695,41.71321389
carpinone,14.32380551,41.5915009
castel giudice,14.23147783,41.85498249
castelpetroso,14.34525728,41.55952579
castelpizzuto,14.29266424,41.52139914
castel san vincenzo,14.06252445,41.65503525
castelverrino,14.39758991,41.7682335
cerro volturno,14.10315455,41.65407513
chiauci,14.38553217,41.6780591
civitanova sannio,14.40421907,41.66770571
colli a volturno,14.10391787,41.59903196
conca casale,14.00670216,41.49445905
filignano,14.05630859,41.54512473
forli sannio,14.18119438,41.69525415
fornelli,14.14095416,41.60634666
frosolone,14.44913437,41.60153764
isernia,14.22575426,41.58800826
longano,14.24570854,41.5217329
macchia d isernia,14.16746944,41.56280688
macchiagodena,14.40583228,41.55925991
miranda,14.24622838,41.64389506
montaquila,14.11670607,41.56640732
montenero val cocchiara,14.06618342,41.71473256
monteroduni,14.17571112,41.52279824
pesche,14.2816363,41.61124169
pescolanciano,14.33683957,41.67885835
pescopennataro,14.29484726,41.8782473
pettoranello molise,14.27697599,41.57357774
pietrabbondante,14.38776413,41.748699
pizzone,14.03575095,41.66677586
poggio sannita,14.41318446,41.7786101
pozzilli,14.061922,41.51146177
rionero sannitico,14.13993804,41.71224628
roccamandolfi,14.34950282,41.49291156
roccasicura,14.23174503,41.69820278
rocchetta a volturno,14.08588727,41.62429524
san pietro avellana,14.18348275,41.78881848
sant agapito,14.22177172,41.5437432
santa maria molise,14.37054743,41.5527034
sant angelo pesco,14.25578775,41.88316451
sant elena sannita,14.47195626,41.57673382
scapoli,14.05880908,41.61530062
sessano molise,14.33197303,41.63835247
sesto campano,14.07735655,41.4210853
vastogirardi,14.25942524,41.77423652
venafro,14.04510944,41.4861914
abbasanta,8.82102235,40.12390307
aidomaggiore,8.856434,40.17186399
albagiara,8.86062815,39.78826485
ales,8.81584466,39.76922741
allai,8.85951425,39.95793491
arborea,8.58218011,39.77345146
ardauli,8.91123069,40.08728814
assolo,8.915627,39.81074085
asuni,8.94773504,39.87191568
baradili,8.89760286,39.72251033
baratili san pietro,8.55496644,39.99330353
baressa,8.87404906,39.71468132
bauladu,8.67136806,40.01968427
bidoni,8.9351206,40.11300422
bonarcado,8.65453282,40.10082014
boroneddu,8.86988195,40.11273716
busachi,8.89807635,40.03328904
cabras,8.53119235,39.92991246
cuglieri,8.5682177,40.18978261
fordongianus,8.8079653,39.99491588
ghilarza,8.8346932,40.1214624
gonnoscodina,8.83584438,39.70069319
gonnosno,8.87190545,39.76003369
gonnostramatza,8.83143099,39.68010941
marrubiu,8.63626196,39.74888134
masullas,8.77925361,39.70146376
milis,8.6371819,40.04930783
mogorella,8.8582652,39.8631237
mogoro,8.77457552,39.68410563
morgongiori,8.76772542,39.74615282
narbolia,8.57500076,40.04770998
neoneli,8.94401269,40.06150392
norbello,8.83225005,40.13395535
nughedu santa vittoria,8.95429692,40.10206996
nurachi,8.53991438,39.97379024
nureci,8.97397217,39.82410064
ollastra,8.7346681,39.95122575
oristano,8.59118315,39.90381075
palmas arborea,8.64568223,39.87599627
pau,8.80309813,39.79271818
paulilatino,8.76049414,40.08656495
pompu,8.79571898,39.72488017
riola sardo,8.53847299,39.99654532
ruinas,8.89641753,39.90577058
samugheo,8.93960557,39.94719111
san nicolo d arcidano,8.64669205,39.68528787
santa giusta,8.60863024,39.87845035
villa sant antonio,8.9012847,39.85815513
santu lussurgiu,8.65196647,40.13731299
san vero milis,8.59915025,40.0127927
scano montiferro,8.58351845,40.21682334
sedilo,8.92091693,40.17485387
seneghe,8.61146801,40.08064293
senis,8.93954859,39.82163704
sennariolo,8.55628704,40.21243637
siamaggiore,8.63615437,39.94874157
siamanna,8.75961834,39.92019454
simala,8.82962503,39.71928821
simaxis,8.69090471,39.930337
sini,8.90636308,39.75247187
siris,8.7748754,39.71281218
solarussa,8.67075837,39.95315767
sorradile,8.93276947,40.10664792
tadasuni,8.88260572,40.11069858
terralba,8.63618393,39.72020036
tramatza,8.64862429,40.00288031
tresnuraghes,8.51882002,40.25092504
ula tirso,8.90542873,40.04502134
uras,8.70107597,39.69835218
usellus,8.85263281,39.80828003
villanova truschedu,8.75256917,39.98959369
villaurbana,8.77810331,39.88618034
villa verde,8.82102064,39.79603586
zeddiani,8.59548717,39.98957536
zerfaliu,8.70754907,39.9580167
siapiccia,8.76176243,39.92642793
curcuris,8.83141321,39.74636188
soddi,8.87719316,40.12902116
bosa,8.49783022,40.29914877
flussio,8.54151996,40.26709307
laconi,9.05223689,39.8539383
magomadas,8.52539906,40.26420338
modolo,8.52782133,40.27408198
montresta,8.49987434,40.3737132
sagama,8.5780936,40.26099005
suni,8.55027974,40.27974185
tinnura,8.54820696,40.26924954
ailoche,8.22037978,45.69805689
andorno micca,8.05331781,45.61556222
benna,8.12515045,45.51239521
biella,8.05408217,45.5665112
bioglio,8.13026025,45.60759081
borriana,8.03958043,45.50597172
brusnengo,8.25253753,45.596129
callabiana,8.09073837,45.63371909
camandona,8.10001027,45.641708
camburzano,8.00331392,45.54420854
candelo,8.11270153,45.5462984
caprile,8.21297248,45.69295392
casapinta,8.19340071,45.61503414
castelletto cervo,8.22520133,45.51900248
cavaglia,8.09349127,45.4057615
cerreto castello,8.15448008,45.56579068
cerrione,8.07399473,45.48090765
coggiola,8.18516433,45.68458119
cossato,8.18059835,45.57009628
crevacuore,8.24712685,45.68583543
curino,8.23588835,45.62759246
donato,7.90758202,45.52829168
dorzano,8.09696969,45.42521789
gaglianico,8.07472381,45.53940449
gifflenga,8.2316414,45.49327795
graglia,7.98111742,45.5578906
magnano,8.00512714,45.46270375
massazza,8.16516301,45.49207278
masserano,8.22326903,45.59569512
mezzana mortigliengo,8.18944665,45.62596366
miagliano,8.04377432,45.61413517
mongrando,8.0072471,45.5192294
mottalciata,8.20748723,45.50864035
muzzano,7.98649835,45.56061025
netro,7.94789744,45.53803303
occhieppo inferiore,8.02256281,45.55321879
occhieppo superiore,8.00471909,45.56477793
pettinengo,8.1053,45.614
piatto,8.13519326,45.59180085
piedicavallo,7.9560587,45.6896143
pollone,8.00093472,45.58353694
ponderano,8.05681027,45.53855174
portula,8.17908293,45.67532016
pralungo,8.03805645,45.59093233
pray,8.20872877,45.67616746
quaregna,8.16475846,45.57635631
ronco biellese,8.09888176,45.58161079
roppolo,8.06865083,45.42041129
rosazza,7.97753399,45.67613222
sagliano micca,8.0452823,45.62281145
sala biellese,7.95549106,45.50831749
salussola,8.10888507,45.44931124
sandigliano,8.07594373,45.52149102
soprana,8.19848524,45.63897801
sordevolo,7.97528638,45.57149665
sostegno,8.26898954,45.65353479
strona,8.16927886,45.6207049
tavigliano,8.05319422,45.62362698
ternengo,8.11494286,45.59011149
tollegno,8.05325511,45.59445387
torrazzo,7.95539742,45.49810141
trivero,8.16114656,45.66449726
valdengo,8.13614989,45.5711059
vallanzengo,8.14829733,45.60348752
valle mosso,8.14241419,45.63512144
valle san nicolao,8.14077093,45.6070336
veglio,8.11414042,45.64008308
verrone,8.11971546,45.50393754
vigliano biellese,8.10994124,45.56215813
villa bosco,8.28264727,45.62028682
villanova biellese,8.19269978,45.48274602
viverone,8.05065764,45.42559871
zimone,8.0373518,45.44945092
zubiena,7.99732883,45.49283372
zumaglia,8.08870242,45.59478458
mosso,8.13639953,45.64643296
lessona,8.1962,45.5861
campiglia cervo,8.0121,45.6577
abbadia lariana,9.33454921,45.90049968
airuno,9.42246629,45.75440641
annone brianza,9.33099149,45.80521736
ballabio,9.42416753,45.89603656
barzago,9.31649287,45.7552173
barzano,9.31677649,45.73463917
barzio,9.46834431,45.94646921
bellano,9.30276896,46.04329184
bosisio parini,9.2879219,45.80042412
brivio,9.44832519,45.74211964
bulciago,9.28389095,45.75086323
calco,9.41788138,45.72538205
calolziocorte,9.43211005,45.80179176
carenno,9.46166828,45.80142537
casargo,9.38827009,46.03836074
casatenovo,9.31559457,45.69906559
cassago brianza,9.29482669,45.74049083
cassina valsassina,9.47938526,45.93197829
castello brianza,9.3482511,45.7558308
cernusco lombardone,9.39755363,45.69048908
cesana brianza,9.30076427,45.81945672
civate,9.34739938,45.82585276
colico,9.37501095,46.13383442
colle brianza,9.36590868,45.76169384
cortenova,9.38375114,45.99971959
costa masnaga,9.27629819,45.76962292
crandola valsassina,9.38010344,46.02218424
cremella,9.30340979,45.73994321
cremeno,9.47362557,45.93336923
dervio,9.30672896,46.07707832
dolzago,9.34365014,45.76837239
dorio,9.31936763,46.1017344
ello,9.36569195,45.78781576
erve,9.44559378,45.82074408
esino lario,9.33536596,45.99492366
galbiate,9.37443985,45.81434886
garbagnate monastero,9.3026694,45.77238143
garlate,9.40408793,45.80427241
imbersago,9.44460607,45.70528562
introbio,9.45180466,45.9763063
introzzo,9.3413696,46.08100075
lecco,9.39339225,45.8557578
lierna,9.30693738,45.95614539
lomagna,9.37567172,45.66758561
malgrate,9.3734067,45.85188226
mandello lario,9.31952487,45.91727086
margno,9.37998387,46.03048114
merate,9.41001487,45.69853645
missaglia,9.33430617,45.70851014
moggio,9.49003943,45.93125375
molteno,9.30658657,45.77706657
monte marenzo,9.4535331,45.77093551
montevecchia,9.38064669,45.70546046
monticello brianza,9.31503825,45.71068694
morterone,9.4827586,45.87625364
nibionno,9.26395748,45.75311856
oggiono,9.3509846,45.7919073
olgiate molgora,9.40299197,45.72978003
olginate,9.41032434,45.80227987
oliveto lario,9.28396721,45.92997974
osnago,9.3880166,45.67573447
paderno d adda,9.44739335,45.68024814
pagnona,9.40244417,46.05981895
parlasco,9.34538141,46.01812696
pasturo,9.44344209,45.95138347
perledo,9.29557182,46.01528711
pescate,9.3945408,45.82997355
premana,9.42310564,46.05223653
primaluna,9.42946587,45.98688109
robbiate,9.4398135,45.68882431
rogeno,9.26696362,45.78331911
santa maria hoe,9.37150125,45.74363037
sirone,9.3236466,45.77254626
sirtori,9.33386291,45.73527762
sueglio,9.3330967,46.08569063
suello,9.30815929,45.81854832
taceno,9.36514327,46.02094716
torre de busi,9.47620478,45.77277339
tremenico,9.36599386,46.07591544
valgreghentino,9.4131964,45.7694362
valmadrera,9.36027083,45.8469754
varenna,9.28358759,46.010613
vendrogno,9.32984089,46.03417625
vercurago,9.42480039,45.81074991
vestreno,9.32301029,46.08326652
vigano,9.32419661,45.72607126
verderio,9.44182,45.663
la valletta brianza,9.3641,45.7386
abbadia cerreto,9.59252482,45.31239093
bertonico,9.66860158,45.23388802
boffalora d adda,9.49469045,45.35863081
borghetto lodigiano,9.49802352,45.21274117
borgo san giovanni,9.42534131,45.27563501
brembio,9.56969713,45.2151031
camairago,9.72690145,45.20543687
casaletto lodigiano,9.36181333,45.29313323
casalmaiocco,9.37166246,45.35304438
casalpusterlengo,9.65107115,45.17779667
caselle landi,9.79199005,45.10376862
caselle lurani,9.3601395,45.2804327
castelnuovo bocca d adda,9.86941312,45.11236905
castiglione d adda,9.69503024,45.21568553
castiraga vidardo,9.4026397,45.25645353
cavacurta,9.74207463,45.18991546
cavenago d adda,9.60179501,45.283965
cervignano d adda,9.42263787,45.3738302
codogno,9.70319172,45.16002706
comazzo,9.46396154,45.44065289
cornegliano laudense,9.47244994,45.28440382
corno giovine,9.75575331,45.13316732
cornovecchio,9.79762322,45.1361358
corte palasio,9.56277245,45.31328084
crespiatica,9.57460944,45.35705659
fombio,9.6835988,45.13679397
galgagnano,9.44295797,45.35787967
graffignana,9.45327197,45.21132374
guardamiglio,9.68130572,45.10906231
livraga,9.54480862,45.19263197
lodi,9.50372077,45.31440693
lodi vecchio,9.41484635,45.30071382
maccastorna,9.85253271,45.14662982
mairago,9.57849814,45.2522616
maleo,9.7645369,45.16820705
marudo,9.374991,45.25255767
massalengo,9.48985029,45.26351699
meleti,9.83678055,45.11879786
merlino,9.42987934,45.43290041
montanaso lombardo,9.46308821,45.33528152
mulazzano,9.39792838,45.37214807
orio litta,9.55531306,45.15721239
ospedaletto lodigiano,9.58096352,45.16922848
ossago lodigiano,9.53647968,45.2448653
pieve fissiraga,9.45925148,45.2626919
salerano sul lambro,9.38568468,45.29456749
san fiorano,9.72191772,45.13593789
san martino strada,9.53053223,45.27079119
san rocco porto,9.6982919,45.08047376
sant angelo lodigiano,9.40957845,45.23811718
santo stefano lodigiano,9.74305379,45.12207369
secugnago,9.59141693,45.23034457
senna lodigiana,9.59358479,45.1472491
somaglia,9.63788616,45.14698574
sordio,9.36686763,45.34019629
tavazzano con villavesco,9.40969561,45.32750177
terranova passerini,9.67828733,45.19868186
turano lodigiano,9.62271984,45.24823835
valera fratta,9.33350996,45.25682239
villanova sillaro,9.48089049,45.23730986
zelo buon persico,9.42923234,45.41160891
bellariaigea marina,12.45805808,44.14760173
cattolica,12.74464322,43.96376667
coriano,12.60253363,43.9644061
gemmano,12.58282996,43.9043345
misano adriatico,12.69323617,43.97336095
mondaino,12.67138147,43.85602804
montefiore conca,12.61126491,43.89067059
montegridolfo,12.68914287,43.85906274
morciano romagna,12.64593717,43.91374175
riccione,12.65505776,44.00002553
rimini,12.56562951,44.06090086
saludecio,12.66880924,43.87266832
san clemente,12.62560514,43.93224578
san giovanni marignano,12.71245963,43.93898654
santarcangelo romagna,12.44702296,44.06289157
verucchio,12.42138257,43.98370542
casteldelci,12.15511919,43.79139375
maiolo,12.31087171,43.8736336
novafeltria,12.28926775,43.89583724
pennabilli,12.26477255,43.8183106
san leo,12.34328015,43.89617961
sant agata feltria,12.20845348,43.86404084
talamello,12.28613193,43.90490445
poggio torriana,12.3868,43.985
montescudo monte colombo,12.5533,43.9211
cantagallo,11.10781011,44.02826833
carmignano,11.01834807,43.81383287
