Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località,Venditore,CAP,Comune
Mercedes-Benz Classe A - d Automatic 4Matic Executive,https://autosupermarket.it/annunci/mercedes-benz-classe-a-220-d-diesel-2018-be87272d95a33837?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 220 d,17990,137237,automatico,2018,Diesel,177.0,,,35010,massanzago
Mercedes-Benz Classe A - A 220 d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-220-diesel-2023-838e748116e81c0a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 220 d,39950,6999,automatico,2023,Diesel,191.0,,,40066,pieve cento
Mercedes-Benz Classe A - 1.3 BENZINA 109CV SPORT CAMBIO MANUALE,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-benzina-2021-7ef0ed1a14cce1c4?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 160,10800,132000,manuale,2021,Benzina,109.0,,,35040,megliadino san vitale
Mercedes-Benz Classe A - A 180 d Automatic Advanced,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2024-eaaea1973cb06db8?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180 d,31950,22800,automatico,2024,Diesel,116.0,,,40066,pieve cento
Mercedes-Benz Classe A - Automatic AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-amg-ibrida-2022-b714a990b4851b9b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180,35800,100,automatico,2022,Benzina,136.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - Automatic Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-ibrida-2023-de2f336c2ce268de?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180,39600,5000,automatico,2023,Benzina,136.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - 180d 8G-DCT Progressive Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2023-c9a25b1175d5d107?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180 d,33410,16133,automatico,2023,Diesel,116.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - Navi,https://autosupermarket.it/annunci/mercedes-classe-a-180-benzina-2018-ce993aea3dfe4c0c?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180,26200,25000,manuale,2018,Benzina,123.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - A 200 d Automatic Advanced,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-diesel-2023-cdf940d9b23bf9a6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 200 d,36950,16200,automatico,2023,Diesel,150.0,,,40066,pieve cento
Mercedes-Benz Classe A - 180d 8G-DCT Progressive Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2023-698a807bd340ab97?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180 d,34620,18504,automatico,2023,Diesel,116.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - d Automatic 4p. Premium,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2022-d583a29ddada8075?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180 d,36600,4908,automatico,2022,Diesel,116.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - Automatic Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-benzina-2022-54afd5575681a9bc?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180,32400,2600,automatico,2022,Benzina,136.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - A 250 e hybrid EQ AMG Line Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-ibrida-2024-5cb08150cf7ab536?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 250,40950,12500,automatico,2024,Ibrido,218.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 180 d Automatic Premium AMG Line,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-amg-diesel-2023-4982c03282724403?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 180 d,34900,18276,automatico,2023,Diesel,116.0,,,20124,milano
Mercedes-Benz Classe A - A 35 4Matic 4p. AMG,https://autosupermarket.it/annunci/mercedes-classe-a-35-amg-fuel-2022-e38d0b089421f37e?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 35,42900,50000,automatico,2022,Benzina,306.0,,,20124,milano
Mercedes-Benz Classe A - Automatic Business Extra,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-benzina-2020-94c81860af30c18c?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 180,18900,125000,automatico,2020,Benzina,136.0,,,25062,concesio
Mercedes-Benz Classe A - A 35 AMG 4Matic Premium AMG Line,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-ibrida-2023-168fdf1d0d4208f5?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 35,49000,1699,automatico,2023,Benzina,306.0,,,20124,milano
Mercedes-Benz Classe A - Mercedes-Benz A-Class A 180 D Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-9ef085133794abb4?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 180 d,21500,67400,automatico,2019,Diesel,116.0,,,25080,mazzano
Mercedes-Benz Classe A - A 45S AMG 4Matic+,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2021-fdc6bc879eb28f1b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 45 S,45800,27100,automatico,2021,Benzina,422.0,,,20124,milano
Mercedes-Benz Classe A - A 45S AMG 4Matic+,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2022-b922dc747b9cee5c?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 45 S,48900,15400,automatico,2022,Benzina,422.0,,,20124,milano
Mercedes-Benz Classe A - d Automatic Progressive Advanced  Navi Led,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2023-c53c65fb7ccc0328?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 180 d,28900,42987,automatico,2023,Diesel,116.0,,,29122,piacenza
Mercedes-Benz Classe A - A 35 AMG 4Matic,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-benzina-2019-a1b19747c2cb5cd6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 35,35300,64100,automatico,2019,Benzina,306.0,,,20124,milano
Mercedes-Benz Classe A - Automatic Premium AMG NIGHT SCARICO A 35AMG,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-benzina-2021-3a75162a674a3341?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 250,31400,85600,automatico,2021,Benzina,225.0,,,25030,torbole casaglia
Mercedes-Benz Classe A - d Business,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2018-43d1f6c988ecfe58?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 180 d,15500,125000,manuale,2018,Diesel,109.0,,,25016,ghedi
Mercedes-Benz Classe A - 4Matic TETTO CARPLAY NAVI ALCANTARA,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45-amg-benzina-2018-1eb709b23050b782?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 45,29900,110000,automatico,2018,Benzina,381.0,,,20050,liscate
Mercedes-Benz Classe A - MB Classe A 250e Hybrid,https://autosupermarket.it/annunci/mercedes-classe-a-250-e-ibrida-2021-f3c62dd785af1b05?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 250 e,31499,39000,automatico,2021,Ibrido,218.0,,,27058,voghera
Mercedes-Benz Classe A - A 180 D - AUTOMATICA - NAVIGATORE - TELECAMERA - FULL-LED,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-f56376f8aab23350?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 180 d,20500,86000,automatico,2019,Diesel,116.0,,,25036,palazzolo sull oglio
Mercedes-Benz Classe A - A 200 Automatic Premium Plus AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-200-amg-fuel-2023-c0b4b0f117256f08?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 200,32900,35900,automatico,2023,Benzina,164.0,,,10040,leini
Mercedes-Benz Classe A - Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-benzina-2022-5f0e9e391110ca17?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 160,22500,54500,manuale,2022,Benzina,109.0,,,20900,monza
Mercedes-Benz Classe A - d 4p. Executive,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2022-8d30211fec824a35?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 180 d,33000,32050,manuale,2022,Diesel,116.0,,,07100,sassari
Mercedes-Benz Classe A - A 180 Automatic SPORT PARI AL NUOVO,https://autosupermarket.it/annunci/mercedes-classe-a-180-benzina-2022-7921229eae3b4c2b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 180,34500,8850,automatico,2022,Benzina,136.0,,,27049,stradella
Mercedes-Benz Classe A - e Plug-in hybrid Automatic Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-ibrida-2021-f221d0651fbdac09?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D36,A 250 e,26400,84595,automatico,2021,Ibrido,161.0,,,37126,verona
Mercedes-Benz Classe A - A 250 e Automatic Plug-in hybrid Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-amg-ibrida-2024-d6137a69f3aab0a6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 250 e,36900,13700,automatico,2024,Ibrido,164.0,,,20124,milano
Mercedes-Benz Classe A - SPORT AUTOMATICA EQ-Power 4p.,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-ibrida-2020-4829408573e6ddec?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 250 e,22500,69999,automatico,2020,Ibrido,161.0,,,29121,piacenza
Mercedes-Benz Classe A - A 45 AMG S 4MATIC+ AMG LINE PREMIUM PLUS 421CV,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2024-85be4813897289d6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 45 S,57500,6510,automatico,2024,Benzina,421.0,,,25027,quinzano d oglio
Mercedes-Benz Classe A - SPORT PLUS Automatic 4p.,https://autosupermarket.it/annunci/mercedes-classe-a-200-benzina-2020-7663869cb66a78c7?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 200,30500,39000,automatico,2020,Benzina,164.0,,,20121,milano
Mercedes-Benz Classe A - 4p. Business AUTOMATICA POCHI CHILOMETRI FULL-OPT,https://autosupermarket.it/annunci/mercedes-classe-a-200-benzina-2021-a185fc94c5a40752?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 200,26450,35000,automatico,2021,Benzina,164.0,,,27100,pavia
Mercedes-Benz Classe A - A 180 d Automatic Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2018-c3565b75f01cb148?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 180 d,19990,129000,automatico,2018,Diesel,116.0,,,09170,oristano
Mercedes-Benz Classe A - Automatic 4p. Sport,https://autosupermarket.it/annunci/mercedes-classe-a-180-benzina-2021-6e8fed0761acc900?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 180,32500,30611,automatico,2021,Benzina,136.0,,,07100,sassari
"Mercedes-Benz Classe A - RACE EDITION, 4MATIC, TETTO APRIBILE, LUCI AMBIENT",https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-benzina-2020-21a56171ab3166d7?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 35,38899,40000,automatico,2020,Benzina,306.0,,,20853,biassono
Mercedes-Benz Classe A - A 180 Automatic Advanced Plus Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-fuel-2023-797547d523472362?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 180,28800,14000,automatico,2023,Benzina,136.0,,,10040,leini
Mercedes-Benz Classe A - Classe A 180 D Automatic-Neopatentati,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2018-b3fa902653e90b7e?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 180 d,23500,70000,automatico,2018,Diesel,117.0,,,27040,casatisma
Mercedes-Benz Classe A - A 160 d Automatic Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-d-diesel-2018-9394ed55f1288056?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 160 d,16690,112000,automatico,2018,Diesel,90.0,,,25062,concesio
Mercedes-Benz Classe A - A 200 SEDAN PREMIUM AMG LINE 163 CV C.AUTOMATICO NAVI RETROCAMERA,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-amg-ibrida-2023-c1d837f74adfc3b1?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 200,34800,6600,automatico,2023,Benzina,164.0,,,25126,brescia
Mercedes-Benz Classe A - A 45 AMG S 4MATIC+ AMG LINE PREMIUM PLUS 421CV,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2024-746f5bdb13921db2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 45 S,57500,6510,automatico,2024,Benzina,421.0,,,25027,quinzano d oglio
Mercedes-Benz Classe A - SPORT AUTOMATICA EQ-Power 4p.,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-benzina-2020-593e0bb4eb88d10b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 250 e,22500,69999,automatico,2020,Benzina,161.0,,,29121,piacenza
Mercedes-Benz Classe A - A 45S AMG 4Matic+,https://autosupermarket.it/annunci/mercedes-classe-a-45s-amg-benzina-2021-f770c3af3a206415?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 45 S,45900,44300,automatico,2021,Benzina,421.0,,,24036,ponte san pietro
Mercedes-Benz Classe A - Automatic Sport Night Edition,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-benzina-2020-8485ecc54caf2d3e?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 200,24490,88000,automatico,2020,Benzina,164.0,,,24035,curno
Mercedes-Benz Classe A - 4Matic,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-benzina-2019-8eb9888287ece9ba?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 35,39999,28000,automatico,2019,Benzina,306.0,,,20122,milano
Mercedes-Benz Classe A - A 180 d Automatic Advanced Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-fuel-2023-e8c95d6b8a30f893?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 180 d,28700,11600,automatico,2023,Diesel,116.0,,,10040,leini
Mercedes-Benz Classe A - A 180 d Automatic Advanced Plus Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-fuel-2023-df54ac8f7dd9affb?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 180 d,29800,10800,automatico,2023,Diesel,116.0,,,10040,leini
Mercedes-Benz Classe A - e Automatic EQ-Power Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-ibrida-2021-141691cec6d08990?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D37,A 250 e,23700,70200,automatico,2021,Ibrido,161.0,,,43126,parma
Mercedes-Benz Classe A - A 45 AMG S 4MATIC+ AMG LINE PREMIUM PLUS 421CV,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2024-7601801d4d1974df?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 45 S,57500,6510,automatico,2024,Benzina,421.0,,,25027,quinzano d oglio
Mercedes-Benz Classe A - A 200 PREMIUM AMG LINE 163 CV C.AUTOMATICO NAVI CARPLAY,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-amg-ibrida-2023-d640b11c84ed97bd?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 200,35500,9700,automatico,2023,Benzina,164.0,,,25126,brescia
"Mercedes-Benz Classe A - PREMIUM AMG LINE, ADVANCED PLUS, CERCHI 18.",https://autosupermarket.it/annunci/mercedes-classe-a-180-amg-ibrida-2023-bfa0df65c65edc48?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 180,33900,10000,automatico,2023,Benzina,136.0,,,20853,biassono
Mercedes-Benz Classe A - 180d Business extra,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2021-e037dc7841221392?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 180 d,21450,86440,manuale,2021,Diesel,116.0,,,32032,feltre
Mercedes-Benz Classe A - A 200 PREMIUM AMG LINE 163 CV C.AUTOMATICO PACK NIGHT,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-amg-ibrida-2023-59a15f44e40f5201?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 200,35500,6800,automatico,2023,Benzina,164.0,,,25126,brescia
Mercedes-Benz Classe A - 4Matic - FABIANOAUTO,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-benzina-2019-51de267cad793b0e?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 35,39990,70000,automatico,2019,Benzina,306.0,,,07041,alghero
"Mercedes-Benz Classe A - Mhev AMG Line Premium CERCHI 18,NAVI,NIGHT PACK",https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-ibrida-2023-984632a18b78ff4d?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 180,33900,18000,automatico,2023,Benzina,164.0,,,25030,coccaglio
Mercedes-Benz Classe A - A 180 d Automatic Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-742d3a8923899abf?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 180 d,19900,106504,automatico,2019,Diesel,116.0,,,20900,monza
Mercedes-Benz Classe A - A 180 d Automatic Advanced Plus Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-fuel-2023-814e3fe4c178e088?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 180 d,29500,13000,automatico,2023,Diesel,116.0,,,10040,leini
Mercedes-Benz Classe A - d Automatic Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2020-091df2db65b110a2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 180 d,19890,119999,automatico,2020,Diesel,116.0,,,29121,piacenza
Mercedes-Benz Classe A - d Automatic Sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2018-6a9918e51e51e922?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 180 d,19999,124500,automatico,2018,Diesel,116.0,,,20122,milano
Mercedes-Benz Classe A - d Automatic 4p. Premium AMG PERMUTE,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-7b1a91ce8c99f006?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D38,A 180 d,22490,78000,automatico,2019,Diesel,116.0,,,43122,parma
